"delcol.name","delcol.freq","base.wordfreq"
"lesson","1497","31"
"lick","1498","31"
"lit","1499","31"
"lucki","1500","31"
"mental","1501","31"
"mighti","1502","31"
"protect","1503","31"
"r","1504","31"
"ray","1505","31"
"relat","1506","31"
"resist","1507","31"
"sake","1508","31"
"shade","1509","31"
"shell","1510","31"
"slap","1511","31"
"soldier","1512","31"
"surpris","1513","31"
"tard","1514","31"
"team","1515","31"
"thrill","1516","31"
"thug","1517","31"
"thunder","1518","31"
"tom","1519","31"
"trap","1520","31"
"upset","1521","31"
"volver","1522","31"
"wrote","1523","31"
"alcohol","1524","30"
"attent","1525","30"
"below","1526","30"
"c","1527","30"
"cell","1528","30"
"cheek","1529","30"
"cheer","1530","30"
"clip","1531","30"
"closer","1532","30"
"crash","1533","30"
"creat","1534","30"
"destini","1535","30"
"det","1536","30"
"eagl","1537","30"
"ecstasi","1538","30"
"english","1539","30"
"fed","1540","30"
"flash","1541","30"
"forgotten","1542","30"
"funki","1543","30"
"gather","1544","30"
"guilti","1545","30"
"heel","1546","30"
"hesit","1547","30"
"jetzt","1548","30"
"join","1549","30"
"joke","1550","30"
"juic","1551","30"
"kingdom","1552","30"
"lon","1553","30"
"mix","1554","30"
"prepar","1555","30"
"satisfi","1556","30"
"smooth","1557","30"
"south","1558","30"
"spoon","1559","30"
"stage","1560","30"
"sudden","1561","30"
"tall","1562","30"
"toe","1563","30"
"total","1564","30"
"tuesday","1565","30"
"você","1566","30"
"winter","1567","30"
"written","1568","30"
"youth","1569","30"
"zone","1570","30"
"ami","1571","29"
"aqui","1572","29"
"bis","1573","29"
"bought","1574","29"
"bullshit","1575","29"
"camino","1576","29"
"choke","1577","29"
"click","1578","29"
"conmigo","1579","29"
"creep","1580","29"
"echo","1581","29"
"fallin","1582","29"
"gent","1583","29"
"grey","1584","29"
"histori","1585","29"
"hop","1586","29"
"lamour","1587","29"
"lee","1588","29"
"limit","1589","29"
"lugar","1590","29"
"often","1591","29"
"origin","1592","29"
"patienc","1593","29"
"reflect","1594","29"
"scar","1595","29"
"seal","1596","29"
"shore","1597","29"
"sigh","1598","29"
"sind","1599","29"
"spell","1600","29"
"spill","1601","29"
"sweat","1602","29"
"toda","1603","29"
"tower","1604","29"
"uno","1605","29"
"vein","1606","29"
"weed","1607","29"
"weil","1608","29"
"x","1609","29"
"affect","1610","28"
"aim","1611","28"
"attack","1612","28"
"bah","1613","28"
"beer","1614","28"
"boot","1615","28"
"cake","1616","28"
"calm","1617","28"
"clown","1618","28"
"coast","1619","28"
"collect","1620","28"
"coupl","1621","28"
"dirt","1622","28"
"either","1623","28"
"frame","1624","28"
"gut","1625","28"
"idol","1626","28"
"intent","1627","28"
"judg","1628","28"
"là","1629","28"
"losin","1630","28"
"lou","1631","28"
"mar","1632","28"
"marri","1633","28"
"mirror","1634","28"
"mot","1635","28"
"offer","1636","28"
"poison","1637","28"
"polit","1638","28"
"pressur","1639","28"
"punk","1640","28"
"pussi","1641","28"
"relax","1642","28"
"sale","1643","28"
"shape","1644","28"
"solut","1645","28"
"spoke","1646","28"
"steel","1647","28"
"swallow","1648","28"
"tha","1649","28"
"throat","1650","28"
"trist","1651","28"
"truck","1652","28"
"vivo","1653","28"
"wander","1654","28"
"whenev","1655","28"
"whiskey","1656","28"
"alguien","1657","27"
"celebr","1658","27"
"charg","1659","27"
"chi","1660","27"
"cigarett","1661","27"
"clock","1662","27"
"cook","1663","27"
"coward","1664","27"
"coz","1665","27"
"crush","1666","27"
"cuenta","1667","27"
"cup","1668","27"
"defend","1669","27"
"deja","1670","27"
"direct","1671","27"
"disgrac","1672","27"
"dolor","1673","27"
"dwell","1674","27"
"favor","1675","27"
"gang","1676","27"
"liar","1677","27"
"march","1678","27"
"moan","1679","27"
"momma","1680","27"
"oo","1681","27"
"où","1682","27"
"ourselv","1683","27"
"peut","1684","27"
"plain","1685","27"
"qué","1686","27"
"sacrific","1687","27"
"salvat","1688","27"
"satellit","1689","27"
"scratch","1690","27"
"serious","1691","27"
"spark","1692","27"
"struggl","1693","27"
"teach","1694","27"
"thang","1695","27"
"toujour","1696","27"
"über","1697","27"
"wise","1698","27"
"addict","1699","26"
"ador","1700","26"
"alor","1701","26"
"arriba","1702","26"
"asi","1703","26"
"auch","1704","26"
"awar","1705","26"
"begun","1706","26"
"bein","1707","26"
"boom","1708","26"
"cage","1709","26"
"cast","1710","26"
"charm","1711","26"
"church","1712","26"
"claim","1713","26"
"cock","1714","26"
"crook","1715","26"
"deceiv","1716","26"
"decis","1717","26"
"degre","1718","26"
"desper","1719","26"
"dough","1720","26"
"due","1721","26"
"east","1722","26"
"esto","1723","26"
"fals","1724","26"
"fort","1725","26"
"hall","1726","26"
"igual","1727","26"
"infect","1728","26"
"leg","1729","26"
"llorar","1730","26"
"note","1731","26"
"poder","1732","26"
"queda","1733","26"
"roller","1734","26"
"sen","1735","26"
"ses","1736","26"
"sólo","1737","26"
"standin","1738","26"
"suffoc","1739","26"
"sword","1740","26"
"teacher","1741","26"
"teeth","1742","26"
"tender","1743","26"
"toward","1744","26"
"trace","1745","26"
"tutto","1746","26"
"underneath","1747","26"
"valley","1748","26"
"wherev","1749","26"
"wipe","1750","26"
"workin","1751","26"
"ain","1752","25"
"así","1753","25"
"boca","1754","25"
"cara","1755","25"
"chicken","1756","25"
"clap","1757","25"
"common","1758","25"
"consum","1759","25"
"crumbl","1760","25"
"cure","1761","25"
"decir","1762","25"
"defeat","1763","25"
"destin","1764","25"
"divin","1765","25"
"donât","1766","25"
"everlast","1767","25"
"falta","1768","25"
"femm","1769","25"
"fin","1770","25"
"food","1771","25"
"foolish","1772","25"
"furi","1773","25"
"gana","1774","25"
"garden","1775","25"
"gaze","1776","25"
"gentl","1777","25"
"goodnight","1778","25"
"grant","1779","25"
"hammer","1780","25"
"han","1781","25"
"handl","1782","25"
"hater","1783","25"
"holdin","1784","25"
"ici","1785","25"
"idea","1786","25"
"import","1787","25"
"iron","1788","25"
"jane","1789","25"
"laughter","1790","25"
"luz","1791","25"
"mysteri","1792","25"
"nasti","1793","25"
"nest","1794","25"
"nun","1795","25"
"overcom","1796","25"
"piel","1797","25"
"plenti","1798","25"
"press","1799","25"
"quiera","1800","25"
"romanc","1801","25"
"season","1802","25"
"sittin","1803","25"
"snake","1804","25"
"stuff","1805","25"
"sugar","1806","25"
"super","1807","25"
"system","1808","25"
"trembl","1809","25"
"tryna","1810","25"
"vien","1811","25"
"violenc","1812","25"
"vous","1813","25"
"watchin","1814","25"
"ahi","1815","24"
"aye","1816","24"
"bitter","1817","24"
"cama","1818","24"
"chant","1819","24"
"cherri","1820","24"
"christ","1821","24"
"cómo","1822","24"
"disconnect","1823","24"
"disguis","1824","24"
"duck","1825","24"
"dune","1826","24"
"envi","1827","24"
"était","1828","24"
"fold","1829","24"
"forgot","1830","24"
"forth","1831","24"
"gibt","1832","24"
"groov","1833","24"
"illus","1834","24"
"jamaica","1835","24"
"jungl","1836","24"
"mission","1837","24"
"pienso","1838","24"
"poco","1839","24"
"pra","1840","24"
"querer","1841","24"
"quero","1842","24"
"regga","1843","24"
"releas","1844","24"
"ruin","1845","24"
"sat","1846","24"
"serv","1847","24"
"slam","1848","24"
"smash","1849","24"
"sucker","1850","24"
"tanta","1851","24"
"torn","1852","24"
"trop","1853","24"
"ugli","1854","24"
"ur","1855","24"
"vece","1856","24"
"vert","1857","24"
"voir","1858","24"
"wet","1859","24"
"whatcha","1860","24"
"whistl","1861","24"
"wird","1862","24"
"worship","1863","24"
"worst","1864","24"
"wrist","1865","24"
"appear","1866","23"
"aris","1867","23"
"blaze","1868","23"
"bread","1869","23"
"cheap","1870","23"
"concern","1871","23"
"cost","1872","23"
"court","1873","23"
"dat","1874","23"
"dude","1875","23"
"dyin","1876","23"
"dynamit","1877","23"
"extra","1878","23"
"favorit","1879","23"
"foi","1880","23"
"fortun","1881","23"
"fue","1882","23"
"greed","1883","23"
"grew","1884","23"
"grip","1885","23"
"guard","1886","23"
"gusta","1887","23"
"ho","1888","23"
"hombr","1889","23"
"inna","1890","23"
"itâ","1891","23"
"lado","1892","23"
"leavin","1893","23"
"led","1894","23"
"lightn","1895","23"
"loser","1896","23"
"modern","1897","23"
"morir","1898","23"
"nena","1899","23"
"och","1900","23"
"older","1901","23"
"oper","1902","23"
"order","1903","23"
"papa","1904","23"
"pen","1905","23"
"peter","1906","23"
"posit","1907","23"
"possibl","1908","23"
"program","1909","23"
"pued","1910","23"
"questo","1911","23"
"receiv","1912","23"
"sein","1913","23"
"shirt","1914","23"
"sient","1915","23"
"simpli","1916","23"
"split","1917","23"
"stab","1918","23"
"sus","1919","23"
"tale","1920","23"
"thru","1921","23"
"toy","1922","23"
"vain","1923","23"
"van","1924","23"
"wreck","1925","23"
"abl","1926","22"
"alley","1927","22"
"asid","1928","22"
"awhil","1929","22"
"belief","1930","22"
"chosen","1931","22"
"circumst","1932","22"
"coke","1933","22"
"cours","1934","22"
"desert","1935","22"
"dis","1936","22"
"distant","1937","22"
"dumb","1938","22"
"ei","1939","22"
"exact","1940","22"
"expect","1941","22"
"feat","1942","22"
"frown","1943","22"
"fulfil","1944","22"
"gain","1945","22"
"hast","1946","22"
"holler","1947","22"
"indian","1948","22"
"inner","1949","22"
"killer","1950","22"
"lack","1951","22"
"lamp","1952","22"
"leur","1953","22"
"level","1954","22"
"linger","1955","22"
"match","1956","22"
"metal","1957","22"
"mil","1958","22"
"month","1959","22"
"nein","1960","22"
"north","1961","22"
"nuevo","1962","22"
"p","1963","22"
"pace","1964","22"
"piss","1965","22"
"pue","1966","22"
"rape","1967","22"
"reign","1968","22"
"roam","1969","22"
"rope","1970","22"
"rot","1971","22"
"samba","1972","22"
"sang","1973","22"
"seh","1974","22"
"sem","1975","22"
"sera","1976","22"
"seu","1977","22"
"shown","1978","22"
"spoken","1979","22"
"surrend","1980","22"
"telephon","1981","22"
"tí","1982","22"
"ticket","1983","22"
"truli","1984","22"
"twenti","1985","22"
"uhh","1986","22"
"unknown","1987","22"
"wed","1988","22"
"aber","1989","21"
"ach","1990","21"
"allow","1991","21"
"amart","1992","21"
"anim","1993","21"
"b","1994","21"
"beast","1995","21"
"began","1996","21"
"betray","1997","21"
"bubbl","1998","21"
"buena","1999","21"
"canción","2000","21"
"candl","2001","21"
"centuri","2002","21"
"coffe","2003","21"
"coro","2004","21"
"dass","2005","21"
"dieu","2006","21"
"doom","2007","21"
"drain","2008","21"
"drank","2009","21"
"fever","2010","21"
"flight","2011","21"
"frustrat","2012","21"
"greatest","2013","21"
"heartbeat","2014","21"
"histoir","2015","21"
"hmm","2016","21"
"hopeless","2017","21"
"ideal","2018","21"
"island","2019","21"
"justic","2020","21"
"labio","2021","21"
"llega","2022","21"
"lonesom","2023","21"
"microphon","2024","21"
"miracl","2025","21"
"mist","2026","21"
"nor","2027","21"
"nose","2028","21"
"notic","2029","21"
"ny","2030","21"
"obey","2031","21"
"olvidar","2032","21"
"prize","2033","21"
"proof","2034","21"
"recal","2035","21"
"righteous","2036","21"
"sag","2037","21"
"soir","2038","21"
"spinnin","2039","21"
"stir","2040","21"
"strap","2041","21"
"tape","2042","21"
"threw","2043","21"
"understood","2044","21"
"undon","2045","21"
"veo","2046","21"
"voz","2047","21"
"whose","2048","21"
"wood","2049","21"
"worn","2050","21"
"zero","2051","21"
"ann","2052","20"
"artist","2053","20"
"ayer","2054","20"
"base","2055","20"
"behold","2056","20"
"borrow","2057","20"
"boss","2058","20"
"burnin","2059","20"
"connect","2060","20"
"continu","2061","20"
"coup","2062","20"
"dad","2063","20"
"demand","2064","20"
"depend","2065","20"
"deseo","2066","20"
"design","2067","20"
"diga","2068","20"
"dip","2069","20"
"dire","2070","20"
"divid","2071","20"
"dreamin","2072","20"
"edg","2073","20"
"equal","2074","20"
"eras","2075","20"
"except","2076","20"
"famous","2077","20"
"gloria","2078","20"
"grass","2079","20"
"group","2080","20"
"harm","2081","20"
"imag","2082","20"
"importa","2083","20"
"journey","2084","20"
"ladder","2085","20"
"lame","2086","20"
"lyin","2087","20"
"major","2088","20"
"meat","2089","20"
"mo","2090","20"
"parar","2091","20"
"preacher","2092","20"
"present","2093","20"
"pump","2094","20"
"sack","2095","20"
"sacr","2096","20"
"sai","2097","20"
"scheme","2098","20"
"screen","2099","20"
"sentir","2100","20"
"shock","2101","20"
"short","2102","20"
"size","2103","20"
"spring","2104","20"
"squad","2105","20"
"strip","2106","20"
"sung","2107","20"
"sunlight","2108","20"
"switch","2109","20"
"sympathi","2110","20"
"teenag","2111","20"
"thou","2112","20"
"thrown","2113","20"
"upp","2114","20"
"afternoon","2115","19"
"ama","2116","19"
"brauch","2117","19"
"brave","2118","19"
"captain","2119","19"
"clue","2120","19"
"code","2121","19"
"conquer","2122","19"
"digo","2123","19"
"drivin","2124","19"
"eight","2125","19"
"excus","2126","19"
"fallen","2127","19"
"fan","2128","19"
"farm","2129","19"
"fiend","2130","19"
"focus","2131","19"
"fore","2132","19"
"fruit","2133","19"
"fuel","2134","19"
"further","2135","19"
"gas","2136","19"
"geld","2137","19"
"grate","2138","19"
"hab","2139","19"
"hangin","2140","19"
"joint","2141","19"
"kitchen","2142","19"
"loneli","2143","19"
"magazin","2144","19"
"maria","2145","19"
"melt","2146","19"
"monkey","2147","19"
"negro","2148","19"
"noon","2149","19"
"pasa","2150","19"
"peep","2151","19"
"peux","2152","19"
"presid","2153","19"
"project","2154","19"
"quien","2155","19"
"raw","2156","19"
"rearrang","2157","19"
"reborn","2158","19"
"ridin","2159","19"
"rob","2160","19"
"robot","2161","19"
"rum","2162","19"
"så","2163","19"
"schon","2164","19"
"shoulda","2165","19"
"sinner","2166","19"
"smokin","2167","19"
"sous","2168","19"
"spite","2169","19"
"stack","2170","19"
"stair","2171","19"
"strand","2172","19"
"sunni","2173","19"
"sunshin","2174","19"
"tempo","2175","19"
"turnin","2176","19"
"ultim","2177","19"
"unless","2178","19"
"vieux","2179","19"
"void","2180","19"
"weari","2181","19"
"worm","2182","19"
"yard","2183","19"
"you’r","2184","19"
"zeit","2185","19"
"anger","2186","18"
"apolog","2187","18"
"är","2188","18"
"babylon","2189","18"
"blew","2190","18"
"blunt","2191","18"
"bold","2192","18"
"bon","2193","18"
"brooklyn","2194","18"
"california","2195","18"
"chicago","2196","18"
"civil","2197","18"
"com","2198","18"
"crimson","2199","18"
"crow","2200","18"
"darkest","2201","18"
"depress","2202","18"
"dread","2203","18"
"emerg","2204","18"
"engin","2205","18"
"euch","2206","18"
"explod","2207","18"
"extraño","2208","18"
"ey","2209","18"
"flag","2210","18"
"frozen","2211","18"
"general","2212","18"
"girlfriend","2213","18"
"guarante","2214","18"
"havin","2215","18"
"honor","2216","18"
"hustl","2217","18"
"impress","2218","18"
"insecur","2219","18"
"intro","2220","18"
"kneel","2221","18"
"knowin","2222","18"
"linda","2223","18"
"liquor","2224","18"
"loin","2225","18"
"loss","2226","18"
"lust","2227","18"
"mention","2228","18"
"mismo","2229","18"
"mister","2230","18"
"model","2231","18"
"momento","2232","18"
"monster","2233","18"
"oclock","2234","18"
"ohhh","2235","18"
"ohoh","2236","18"
"ol","2237","18"
"pourquoi","2238","18"
"public","2239","18"
"purpos","2240","18"
"quando","2241","18"
"quoi","2242","18"
"screamin","2243","18"
"secur","2244","18"
"sei","2245","18"
"sest","2246","18"
"shed","2247","18"
"shelter","2248","18"
"shop","2249","18"
"skip","2250","18"
"soil","2251","18"
"sos","2252","18"
"stream","2253","18"
"tag","2254","18"
"templ","2255","18"
"themselv","2256","18"
"trash","2257","18"
"voce","2258","18"
"welt","2259","18"
"wore","2260","18"
"amigo","2261","17"
"among","2262","17"
"angri","2263","17"
"asham","2264","17"
"basement","2265","17"
"bastard","2266","17"
"bind","2267","17"
"chao","2268","17"
"content","2269","17"
"convers","2270","17"
"cream","2271","17"
"dicen","2272","17"
"digit","2273","17"
"disast","2274","17"
"drinkin","2275","17"
"forest","2276","17"
"forma","2277","17"
"gray","2278","17"
"grind","2279","17"
"guilt","2280","17"
"invit","2281","17"
"jean","2282","17"
"komm","2283","17"
"lace","2284","17"
"louder","2285","17"
"mach","2286","17"
"mami","2287","17"
"mask","2288","17"
"medic","2289","17"
"ment","2290","17"
"mig","2291","17"
"mio","2292","17"
"mornin","2293","17"
"nightmar","2294","17"
"nuit","2295","17"
"obvious","2296","17"
"ow","2297","17"
"parec","2298","17"
"photo","2299","17"
"pill","2300","17"
"pistol","2301","17"
"plagu","2302","17"
"playa","2303","17"
"plead","2304","17"
"princess","2305","17"
"pueda","2306","17"
"quisiera","2307","17"
"rendezv","2308","17"
"rug","2309","17"
"seat","2310","17"
"separ","2311","17"
"shower","2312","17"
"smack","2313","17"
"smart","2314","17"
"sobr","2315","17"
"sol","2316","17"
"sono","2317","17"
"spare","2318","17"
"station","2319","17"
"sting","2320","17"
"stumbl","2321","17"
"success","2322","17"
"superstar","2323","17"
"surfac","2324","17"
"third","2325","17"
"toss","2326","17"
"tour","2327","17"
"univers","2328","17"
"veux","2329","17"
"vi","2330","17"
"viel","2331","17"
"vill","2332","17"
"vou","2333","17"
"warrior","2334","17"
"whip","2335","17"
"whore","2336","17"
"won","2337","17"
"zum","2338","17"
"abus","2339","16"
"admir","2340","16"
"ala","2341","16"
"alarm","2342","16"
"amour","2343","16"
"autr","2344","16"
"avenu","2345","16"
"bank","2346","16"
"belli","2347","16"
"bibl","2348","16"
"boogi","2349","16"
"bride","2350","16"
"bruis","2351","16"
"buddi","2352","16"
"cancion","2353","16"
"ciudad","2354","16"
"cleans","2355","16"
"coeur","2356","16"
"corrupt","2357","16"
"cotton","2358","16"
"creation","2359","16"
"crimin","2360","16"
"dale","2361","16"
"daß","2362","16"
"dentro","2363","16"
"drama","2364","16"
"easier","2365","16"
"enter","2366","16"
"espero","2367","16"
"estrella","2368","16"
"express","2369","16"
"flew","2370","16"
"gen","2371","16"
"goal","2372","16"
"grin","2373","16"
"historia","2374","16"
"holla","2375","16"
"hunger","2376","16"
"ignit","2377","16"
"imma","2378","16"
"inspir","2379","16"
"jewel","2380","16"
"layin","2381","16"
"lifeless","2382","16"
"lion","2383","16"
"minha","2384","16"
"mirada","2385","16"
"mond","2386","16"
"motion","2387","16"
"motiv","2388","16"
"nie","2389","16"
"nu","2390","16"
"ought","2391","16"
"pale","2392","16"
"palm","2393","16"
"paso","2394","16"
"pimp","2395","16"
"piti","2396","16"
"po","2397","16"
"presenc","2398","16"
"princ","2399","16"
"product","2400","16"
"quarter","2401","16"
"recuerdo","2402","16"
"reel","2403","16"
"regard","2404","16"
"reveal","2405","16"
"rider","2406","16"
"root","2407","16"
"rotten","2408","16"
"rude","2409","16"
"scorn","2410","16"
"será","2411","16"
"sha","2412","16"
"stomach","2413","16"
"suprem","2414","16"
"sway","2415","16"
"tal","2416","16"
"terr","2417","16"
"thin","2418","16"
"thirst","2419","16"
"throne","2420","16"
"yeh","2421","16"
"achiev","2422","15"
"alien","2423","15"
"anytim","2424","15"
"appl","2425","15"
"ba","2426","15"
"barrio","2427","15"
"beam","2428","15"
"beau","2429","15"
"bei","2430","15"
"bid","2431","15"
"bobbi","2432","15"
"bowl","2433","15"
"bull","2434","15"
"bus","2435","15"
"cariño","2436","15"
"carv","2437","15"
"ceil","2438","15"
"cha","2439","15"
"chip","2440","15"
"chrome","2441","15"
"ciel","2442","15"
"claw","2443","15"
"complain","2444","15"
"consequ","2445","15"
"creatur","2446","15"
"daylight","2447","15"
"demis","2448","15"
"dim","2449","15"
"dum","2450","15"
"ego","2451","15"
"firm","2452","15"
"fist","2453","15"
"frent","2454","15"
"fuerza","2455","15"
"geh","2456","15"
"glanc","2457","15"
"goddamn","2458","15"
"habit","2459","15"
"hardest","2460","15"
"hidden","2461","15"
"himself","2462","15"
"hiphop","2463","15"
"hopin","2464","15"
"horn","2465","15"
"i’v","2466","15"
"it’","2467","15"
"keiner","2468","15"
"knockin","2469","15"
"languag","2470","15"
"lung","2471","15"
"matin","2472","15"
"mill","2473","15"
"molli","2474","15"
"moonlight","2475","15"
"movement","2476","15"
"nuestra","2477","15"
"nut","2478","15"
"object","2479","15"
"obsess","2480","15"
"oil","2481","15"
"om","2482","15"
"pasar","2483","15"
"pasión","2484","15"
"peel","2485","15"
"pensando","2486","15"
"pet","2487","15"
"plate","2488","15"
"pose","2489","15"
"pot","2490","15"
"privat","2491","15"
"puzzl","2492","15"
"recogn","2493","15"
"satan","2494","15"
"seguir","2495","15"
"sharp","2496","15"
"sheet","2497","15"
"soak","2498","15"
"southern","2499","15"
"squeez","2500","15"
"terror","2501","15"
"texa","2502","15"
"thorn","2503","15"
"tierra","2504","15"
"tortur","2505","15"
"trigger","2506","15"
"vaya","2507","15"
"vocal","2508","15"
"vu","2509","15"
"wealth","2510","15"
"willow","2511","15"
"adió","2512","14"
"alibi","2513","14"
"avait","2514","14"
"aw","2515","14"
"await","2516","14"
"balanc","2517","14"
"bee","2518","14"
"blade","2519","14"
"bliss","2520","14"
"bond","2521","14"
"brighter","2522","14"
"conscienc","2523","14"
"david","2524","14"
"dedic","2525","14"
"deeper","2526","14"
"drove","2527","14"
"dulc","2528","14"
"easili","2529","14"
"eg","2530","14"
"especi","2531","14"
"estc","2532","14"
"excit","2533","14"
"f","2534","14"
"fai","2535","14"
"fiddl","2536","14"
"fish","2537","14"
"flaw","2538","14"
"footstep","2539","14"
"forti","2540","14"
"ganz","2541","14"
"gee","2542","14"
"grade","2543","14"
"gran","2544","14"
"hallelujah","2545","14"
"herself","2546","14"
"horizon","2547","14"
"hung","2548","14"
"inch","2549","14"
"jaurai","2550","14"
"jeden","2551","14"
"jen","2552","14"
"jung","2553","14"
"killin","2554","14"
"lalala","2555","14"
"lane","2556","14"
"leben","2557","14"
"ll","2558","14"
"lurk","2559","14"
"mail","2560","14"
"majesti","2561","14"
"mass","2562","14"
"mim","2563","14"
"niin","2564","14"
"normal","2565","14"
"oder","2566","14"
"olvido","2567","14"
"oppress","2568","14"
"parent","2569","14"
"paul","2570","14"
"pein","2571","14"
"phantom","2572","14"
"piano","2573","14"
"pido","2574","14"
"pig","2575","14"
"pin","2576","14"
"pipe","2577","14"
"plane","2578","14"
"plein","2579","14"
"pon","2580","14"
"post","2581","14"
"progress","2582","14"
"punch","2583","14"
"qu","2584","14"
"reject","2585","14"
"religion","2586","14"
"respons","2587","14"
"ritual","2588","14"
"sailor","2589","14"
"savoir","2590","14"
"selfish","2591","14"
"ska","2592","14"
"sleepin","2593","14"
"target","2594","14"
"tener","2595","14"
"term","2596","14"
"thread","2597","14"
"vicious","2598","14"
"yell","2599","14"
"also","2600","13"
"ancient","2601","13"
"ander","2602","13"
"aquel","2603","13"
"av","2604","13"
"baila","2605","13"
"bas","2606","13"
"becam","2607","13"
"bigger","2608","13"
"boat","2609","13"
"booti","2610","13"
"bum","2611","13"
"buscando","2612","13"
"canât","2613","13"
"captur","2614","13"
"casa","2615","13"
"cétait","2616","13"
"coin","2617","13"
"collid","2618","13"
"comment","2619","13"
"compani","2620","13"
"complic","2621","13"
"conceal","2622","13"
"conceiv","2623","13"
"convinc","2624","13"
"correct","2625","13"
"critic","2626","13"
"defin","2627","13"
"depui","2628","13"
"devot","2629","13"
"display","2630","13"
"dónde","2631","13"
"dot","2632","13"
"dr","2633","13"
"duel","2634","13"
"earn","2635","13"
"enjoy","2636","13"
"escuchar","2637","13"
"estamo","2638","13"
"están","2639","13"
"evid","2640","13"
"familiar","2641","13"
"fanci","2642","13"
"fifti","2643","13"
"foreign","2644","13"
"forsak","2645","13"
"foul","2646","13"
"fri","2647","13"
"geht","2648","13"
"georg","2649","13"
"gris","2650","13"
"guerra","2651","13"
"gutter","2652","13"
"hon","2653","13"
"hotel","2654","13"
"hug","2655","13"
"hunter","2656","13"
"husband","2657","13"
"iâm","2658","13"
"ir","2659","13"
"jade","2660","13"
"jail","2661","13"
"jamá","2662","13"
"kickin","2663","13"
"lamb","2664","13"
"llegar","2665","13"
"lotta","2666","13"
"miedo","2667","13"
"min","2668","13"
"moin","2669","13"
"mood","2670","13"
"mortal","2671","13"
"mud","2672","13"
"nai","2673","13"
"nervous","2674","13"
"offic","2675","13"
"oooh","2676","13"
"os","2677","13"
"peau","2678","13"
"pens","2679","13"
"pensar","2680","13"
"perder","2681","13"
"pillow","2682","13"
"pink","2683","13"
"placer","2684","13"
"possess","2685","13"
"pronto","2686","13"
"rave","2687","13"
"rent","2688","13"
"replac","2689","13"
"reveng","2690","13"
"revolv","2691","13"
"roar","2692","13"
"role","2693","13"
"rub","2694","13"
"scatter","2695","13"
"shatter","2696","13"
"shinin","2697","13"
"shove","2698","13"
"silli","2699","13"
"singin","2700","13"
"societi","2701","13"
"sour","2702","13"
"sourc","2703","13"
"spiritu","2704","13"
"stench","2705","13"
"stroke","2706","13"
"sua","2707","13"
"sweetest","2708","13"
"swell","2709","13"
"taim","2710","13"
"tambien","2711","13"
"también","2712","13"
"tank","2713","13"
"tap","2714","13"
"tea","2715","13"
"tennesse","2716","13"
"thick","2717","13"
"thirsti","2718","13"
"tini","2719","13"
"toast","2720","13"
"tool","2721","13"
"trunk","2722","13"
"tudo","2723","13"
"uncl","2724","13"
"usual","2725","13"
"valentin","2726","13"
"veil","2727","13"
"viento","2728","13"
"visto","2729","13"
"vive","2730","13"
"vivr","2731","13"
"vuelvo","2732","13"
"weapon","2733","13"
"weiß","2734","13"
"whether","2735","13"
"whoo","2736","13"
"adventur","2737","12"
"affair","2738","12"
"allí","2739","12"
"andar","2740","12"
"appreci","2741","12"
"attitud","2742","12"
"author","2743","12"
"avoid","2744","12"
"bail","2745","12"
"bailar","2746","12"
"bark","2747","12"
"barrel","2748","12"
"beach","2749","12"
"bent","2750","12"
"boo","2751","12"
"broad","2752","12"
"calma","2753","12"
"can’t","2754","12"
"castl","2755","12"
"center","2756","12"
"cheat","2757","12"
"chees","2758","12"
"clever","2759","12"
"coat","2760","12"
"coffin","2761","12"
"colour","2762","12"
"command","2763","12"
"cousin","2764","12"
"cur","2765","12"
"dart","2766","12"
"dautr","2767","12"
"deed","2768","12"
"despair","2769","12"
"è","2770","12"
"ed","2771","12"
"ello","2772","12"
"encuentro","2773","12"
"enfant","2774","12"
"escapar","2775","12"
"feather","2776","12"
"fenc","2777","12"
"fond","2778","12"
"fui","2779","12"
"georgia","2780","12"
"glaub","2781","12"
"haben","2782","12"
"hablar","2783","12"
"hacia","2784","12"
"hardcor","2785","12"
"hatr","2786","12"
"health","2787","12"
"heartbreak","2788","12"
"height","2789","12"
"helpless","2790","12"
"hum","2791","12"
"humbl","2792","12"
"instant","2793","12"
"já","2794","12"
"jaw","2795","12"
"jealous","2796","12"
"june","2797","12"
"lass","2798","12"
"leve","2799","12"
"list","2800","12"
"lluvia","2801","12"
"loco","2802","12"
"lower","2803","12"
"media","2804","12"
"meiner","2805","12"
"mek","2806","12"
"mentira","2807","12"
"mirar","2808","12"
"muito","2809","12"
"nail","2810","12"
"narrow","2811","12"
"negra","2812","12"
"nen","2813","12"
"niña","2814","12"
"noir","2815","12"
"notr","2816","12"
"ob","2817","12"
"onto","2818","12"
"ooooh","2819","12"
"orlean","2820","12"
"pattern","2821","12"
"pena","2822","12"
"perform","2823","12"
"peur","2824","12"
"pi","2825","12"
"plant","2826","12"
"player","2827","12"
"politician","2828","12"
"pool","2829","12"
"preach","2830","12"
"produc","2831","12"
"puerta","2832","12"
"quelqu","2833","12"
"quest","2834","12"
"rag","2835","12"
"rang","2836","12"
"razor","2837","12"
"repli","2838","12"
"reput","2839","12"
"rescu","2840","12"
"restless","2841","12"
"saint","2842","12"
"salt","2843","12"
"scienc","2844","12"
"sehen","2845","12"
"sheep","2846","12"
"shift","2847","12"
"sigu","2848","12"
"slept","2849","12"
"soledad","2850","12"
